都道府県コード又は市区町村コード,NO,都道府県名,市区町村名,介護サービス事業所名称,介護サービス事業所名称_カナ,実施サービス,住所,方書,緯度,経度,電話番号,内線番号,FAX番号,法人番号,法人の名称,事業所番号,利用可能曜日,利用可能曜日特記事項,定員,URL,備考
山口県,,山口県,,ライフケアステーションあじす,ライフケアステーションアジス,訪問介護,山口市阿知須浜表南5312－1,,34.012192,131.340317,0836-65-0303,,0836-65-0305,,山陽メディカルケア株式会社,3570302442,,,,,
山口県,,山口県,,ニチイケアセンター郷,ニチイケアセンターゴウ,訪問介護,山口市小郡下郷2203－1,,34.099152,131.390854,083-974-6455,,083-974-6456,,株式会社ニチイ学館,3570302566,,,,,
山口県,,山口県,,らしく,ラシク,訪問介護,山口市熊野町4－39,,34.167789,131.46019,083-920-3340,,083-922-3350,,合同会社らしく,3570302806,,,,,
山口県,,山口県,,光山医院山口ヘルパーステーション,ミツヤマイインヤマグチヘルパーステーション,訪問介護,山口市矢原町7－18,,34.156242,131.452179,083-933-6220,,083-933-6221,,医療法人光恵会,3570302913,,,,,
山口県,,山口県,,ヘルパーステーションおおうち,ヘルパーステーションオオウチ,訪問介護,山口市大内千坊6－11－2,,34.15773,131.493301,083-941-6170,,083-941-6188,,医療法人健伸会おおうちクリニック,3570303002,,,,,
山口県,,山口県,,まごろんヘルパーステーション,マゴロンヘルパーステーション,訪問介護,山口市江崎2471－8,,34.061832,131.354065,083-988-1155,,083-988-1156,,医療法人 真人会,3570303143,,,,,
山口県,,山口県,,ケアホーム小郡ヘルパーステーション,ケアホームオゴオリヘルパーステーション,訪問介護,山口市小郡新町2－10－21,,34.114468,131.396133,083-974-5111,,083-974-5112,,医療法人社団山岸内科,3570303333,,,,,
山口県,,山口県,,特定非営利活動法人介護派遣センターライフライン山口,トクテイヒエイリカツドウホウジンカイゴハケンセンターライフラインヤマグチ,訪問介護,山口市吉田2804,,34.140472,131.46669,083-932-8614,,083-932-8614,,特定非営利活動法人介護派遣センターライフライン山口,3570303341,,,,,
山口県,,山口県,,あやめケアサポート,アヤメケアサポート,訪問介護,山口市宮野下2987－17,,34.201088,131.503372,083-902-1890,,083-902-1891,,株式会社フクシコーポレーション,3570303440,,,,,
山口県,,山口県,,みんなのふるさと訪問介護事業所,ミンナノフルサトホウモンカイゴジギョウショ,訪問介護,山口市小郡下郷251－9,,34.107044,131.401932,083-902-5851,,083-902-5852,,特定非営利活動法人みんなのふるさと,3570303465,,,,,
山口県,,山口県,,瀬戸内ヘルパーステーションあいお,セトウチヘルパーステーションアイオ,訪問介護,山口市秋穂東2260－7,,34.020008,131.461304,083-984-8500,,083-984-8501,,株式会社エルクラフト,3570303515,,,,,
山口県,,山口県,,ツクイ山口,ツクイヤマグチ,訪問介護,山口市大内御堀6－2－5,,34.16486,131.485657,083-934-7225,,083-934-7234,,株式会社ツクイ,3570303614,,,,,
山口県,,山口県,,ヨシヤ徳地,ヨシヤトクヂ,訪問介護,山口市徳地堀3939－1,,34.189011,131.636612,0835-52-0200,,0835-52-1577,,株式会社ヨシヤ,3570303648,,,,,
山口県,,山口県,,福祉サービスリズム,フクシサービスリズム,訪問介護,山口市吉田2477－18,,34.136528,131.469482,083-981-4683,,083-996-4539,,合同会社福祉サービスリズム,3570303713,,,,,
山口県,,山口県,,介護西京,カイゴサイキョウ,訪問介護,山口市泉都町3－1,,34.16795,131.465073,083-921-9127,,083-921-9128,,有限会社エイ・エム・イー,3570303754,,,,,
山口県,,山口県,,ポラスケア介護ステーション,ポラスケアカイゴステーション,訪問介護,山口市湯田温泉1－1－7,,34.166039,131.460678,083-902-5551,,083-902-5550,,株式会社アドバンス,3570303796,,,,,
山口県,,山口県,,ヘルパーステーション花咲美,ヘルパーステーションカザミ,訪問介護,山口市矢田北6－4－26,,34.150673,131.445938,083-941-1288,,083-941-1289,,有限会社 花咲美,3570303804,,,,,
山口県,,山口県,,アネシス,アネシス,訪問介護,山口市朝田337－11,,34.144974,131.441284,083-929-6517,,083-929-6518,,株式会社一代,3570303820,,,,,
山口県,,山口県,,訪問介護事業所ここれ,ホウモンカイゴジギョウショココレ,訪問介護,山口市楠木町8－18－105,,34.172283,131.453949,083-923-5881,,083-923-5881,,合同会社ＫＳＲ,3570303838,,,,,
山口県,,山口県,,訪問介護センターながさわ,ホウモンカイゴセンターナガサワ,訪問介護,山口市鋳銭司3381,,34.076084,131.461548,083-986-3711,,083-985-1221,,医療法人和同会,3570303853,,,,,
山口県,,山口県,,月之國,ツキノクニ,訪問介護,山口市下小鯖2098－2－106,,34.138912,131.523804,083-981-0009,,083-963-4214,,合同会社ＮＯＦＡ Ｓ,3570303861,,,,,
山口県,,山口県,,指定訪問介護ヘルパーステーションほほえみ,シテイホウモンカイゴヘルパーステーションホホエミ,訪問介護,宇部市寿町3－3－25,,33.950615,131.253098,0836-32-8378,,0836-37-6177,,株式会社 レナール,3570200158,,,,,
山口県,,山口県,,株式会社 河村福祉サービス,カブシキガイシャ カワムラフクシサービス,訪問介護,宇部市川上720－9,,33.982861,131.273453,0836-37-0007,,0836-37-0388,,株式会社 河村福祉サービス,3570200166,,,,,
山口県,,山口県,,ニチイケアセンター西岐波,ニチイケアセンターニシキワ,訪問介護,宇部市西岐波浜田1545－1,,33.969315,131.307983,0836-54-0582,,0836-54-0585,,株式会社 ニチイ学館,3570200190,,,,,
山口県,,山口県,,宇部あかり園訪問介護事業所,ウベアカリエンホウモンカイゴジギョウショ,訪問介護,宇部市西岐波岩上229－105,,33.969315,131.307983,0836-51-1616,,0836-51-6325,,社会福祉法人 博愛会,3570200216,,,,,
山口県,,山口県,,神原苑ホームヘルパーステーション,カミハラエンホームヘルパーステーション,訪問介護,宇部市神原町2－4－40,,33.948448,131.260391,0836-35-5555,,0836-35-5685,,社会福祉法人 神原苑,3570200307,,,,,
山口県,,山口県,,さるびあヘルパーステーション,サルビアヘルパーステーション,訪問介護,宇部市浜町2－1－3,,33.964874,131.238449,0836-36-1173,,0836-36-1174,,医療法人 博愛会,3570200323,,,,,
山口県,,山口県,,むべの里在宅福祉サービスセンター上宇部,ムベノサトザイタクフクシサービスセンターカミウベ,訪問介護,宇部市中村2－7－43,,33.962955,131.261032,0836-35-8348,,0836-21-5253,,社会福祉法人 むべの里光栄,3570200513,,,,,
山口県,,山口県,,ヘルパーステーションはばたき,ヘルパーステーションハバタキ,訪問介護,宇部市五十目山町16－41－1シティハイムＦⅠ－Ｃ,,33.937408,131.265778,0836-33-6234,,0836-33-6235,,医療生活協同組合 健文会,3570200562,,,,,
山口県,,山口県,,宇部西ヘルパーステーション,ウベニシヘルパーステーション,訪問介護,宇部市際波287－1,,33.996155,131.224411,0836-45-1221,,0836-45-1224,,医療法人 和同会,3570200810,,,,,
山口県,,山口県,,神原苑上宇部ホームヘルパーステーション,カミハラエンカミウベホームヘルパーステーション,訪問介護,宇部市宮地町5－40,,33.965214,131.257324,0836-36-8540,,0836-35-5685,,社会福祉法人 神原苑,3570200844,,,,,
山口県,,山口県,,ケアセンター共生,ケアセンターキョウセイ,訪問介護,宇部市中央町3－2－7,,33.954624,131.24176,0836-29-6192,,0836-29-6193,,特定非営利活動法人 きょう・生,3570200935,,,,,
山口県,,山口県,,フレンドサービス,フレンドサービス,訪問介護,宇部市中宇部1964,,33.976761,131.251633,0836-33-7093,,0836-33-7091,,有限会社 フレンドサービス,3570200968,,,,,
山口県,,山口県,,あさがおケアステーション宇部,アサガオケアステーションウベ,訪問介護,宇部市東岐波405－1,,33.989086,131.351334,0836-58-0942,,0836-59-1469,,有限会社 下山,3570201123,,,,,
山口県,,山口県,,ニチイケアセンター厚南,ニチイケアセンターコウナン,訪問介護,宇部市妻崎開作113－3,,33.978024,131.216476,0836-45-0038,,0836-44-1278,,株式会社 ニチイ学館,3570201362,,,,,
山口県,,山口県,,ろしゅうケアセンター集いの家,ロシュウケアセンターツドイノイエ,訪問介護,宇部市南小羽山町1－9－16,,33.972996,131.255661,0836-31-4050,,0836-31-4050,,有限会社 ろしゅう,3570201636,,,,,
山口県,,山口県,,ヘルパーステーション 宇部あいおい苑,ヘルパーステーション　ウベアイオイエン,訪問介護,宇部市恩田町3－8－1,,33.947147,131.265594,0836-34-4515,,0836-34-2100,,社会福祉法人 ひとつの会,3570201750,,,,,
山口県,,山口県,,きわなみヘルパーステーション,キワナミヘルパーステーション,訪問介護,宇部市際波726－3,,33.99469,131.222946,0836-39-3303,,0836-39-3265,,株式会社 きわなみ,3570201842,,,,,
山口県,,山口県,,ヘルパーステーション未来,ヘルパーステーションミライ,訪問介護,宇部市船木1016－1,,34.052166,131.207214,0836-39-6702,,0836-39-6703,,株式会社 愛優会,3570201891,,,,,
山口県,,山口県,,ヘルパーステーションフィットケア,ヘルパーステーションフィットケア,訪問介護,宇部市西岐波315－50,,33.9715,131.292786,0836-38-6700,,0836-38-6701,,合同会社 タカタ,3570201933,,,,,
山口県,,山口県,,ヘルパーステーション きゅあ,ヘルパーステーション キュア,訪問介護,宇部市小野8265－1,,34.115211,131.320633,0836-64-5050,,0836-64-5051,,有限会社 いのうえ,3570201990,,,,,
山口県,,山口県,,さんコープ・宇部 訪問介護事業所,サンコープ・ウベ ホウモンカイゴジギョウショ,訪問介護,宇部市上宇部黒岩75,,33.992851,131.258057,0836-35-7207,,0836-37-6173,,福祉生活協同組合 さんコープ,3570202113,,,,,
山口県,,山口県,,さくら訪問介護ステーション,サクラホウモンカイゴステーション,訪問介護,宇部市常盤町1－3－5,,33.951759,131.248779,0836-39-8141,,0836-39-8142,,株式会社ホームヘルパーさくら,3570202337,,,,,
山口県,,山口県,,サンキ・ウエルビィ介護センター宇部,サンキ・ウエルビィカイゴセンターウベ,訪問介護,宇部市南浜町2－9－15　田坂ビル1Ｆ,,33.966099,131.232056,0836-39-5277,,0836-31-0507,,サンキ・ウエルビィ株式会社,3570202410,,,,,
山口県,,山口県,,ヘルパーステーション アポロ,ヘルパーステーション アポロ,訪問介護,宇部市中宇部1858－30,,33.977917,131.252457,0836-37-0070,,0836-37-0071,,山口アポロ石油株式会社,3570202709,,,,,
山口県,,山口県,,ヘルパーステーション「Ｅｎｊｙｕ」,ヘルパーステーション「Ｅｎｊｙｕ」,訪問介護,宇部市西岐波732－1,,33.965382,131.329224,0836-54-1070,,0836-51-3600,,医療法人 太白会,3570202758,,,,,
山口県,,山口県,,訪問介護ステーションのぞみ,ホウモンカイゴステーションノゾミ,訪問介護,宇部市寿町2－1－1,,33.953907,131.249954,0836-39-5920,,0836-39-5922,,株式会社ライフサポート,3570202782,,,,,
山口県,,山口県,,ヘルパーリード,ヘルパーリード,訪問介護,宇部市北琴芝2－17－18－5,,33.957874,131.256302,0836-43-7712,,0836-43-7713,,合同会社リード,3570202899,,,,,
山口県,,山口県,,ヘルパーステーションりんご,ヘルパーステーションリンゴ,訪問介護,宇部市開4－9－7,,33.9603,131.280289,0836-43-6226,,0836-43-7311,,株式会社姫先介護事業所,3570202972,,,,,
山口県,,山口県,,むべの里訪問介護事業所はぎわら,ムベノサトホウモンカイゴジギョウショハギワラ,訪問介護,宇部市今村北5－10－38,,33.961121,131.304749,0836-54-0661,,0836-54-0662,,社会福祉法人 むべの里光栄,3570203087,,,,,
山口県,,山口県,,むべの里訪問介護事業所東芝中,ムベノサトホウモンカイゴジギョウショヒガシシバナカ,訪問介護,宇部市東芝中町3－26,,33.940746,131.258469,0836-39-9007,,0836-37-0785,,社会福祉法人 むべの里光栄,3570203095,,,,,
山口県,,山口県,,シンプルケア宇部,シンプルケアウベ,訪問介護,宇部市東岐波水落1464－1,,33.980255,131.331787,0836-58-5511,,0836-58-5525,,株式会社カワムラ,3570203137,,,,,
山口県,,山口県,,なごみヘルパーステーション,ナゴミヘルパーステーション,訪問介護,宇部市草江2－5－6－1,,33.939045,131.275162,0836-35-7533,,0836-38-5800,,合同会社和の会,3570203160,,,,,
山口県,,山口県,,ヘルパーステーション夢,ヘルパーステーションユメ,訪問介護,宇部市西岐波1522－23,,33.964867,131.318619,0836-43-9010,,0836-43-9098,,西村ケアサービス合同会社,3570203228,,,,,
山口県,,山口県,,奏音ヘルパーステーション,カノンヘルパーステーション,訪問介護,宇部市中村2－7－5,,33.9641,131.262039,0836-38-7310,,0836-38-7320,,株式会社 奏音の郷,3570203277,,,,,
山口県,,山口県,,むべの里訪問介護事業所厚南,ムベノサトホウモンカイゴジギョウショコウナン,訪問介護,宇部市黒石北4－5－39,,33.986034,131.204865,0836-39-7316,,0836-39-7328,,社会福祉法人 むべの里光栄,3570203327,,,,,
山口県,,山口県,,セントヒルヘルパーこうなん,セントヒルヘルパーコウナン,訪問介護,宇部市妻崎開作108,,33.978737,131.217499,0836-38-8989,,0836-39-5504,,医療法人 聖比留会,3570203384,,,,,
山口県,,山口県,,ヘルパーステーションみのり,ヘルパーステーションミノリ,訪問介護,宇部市際波1704－1,,34.006313,131.219513,0836-44-6191,,0836-44-6199,,株式会社厚仁,3570203459,,,,,
山口県,,山口県,,ヘルパーステーション ケアヒルズ扶老会,ヘルパーステーション ケアヒルズフロウカイ,訪問介護,宇部市船木向ヒ833－3,,34.052166,131.207214,0836-69-0925,,0836-67-1413,,社会福祉法人 扶老会,3570203566,,,,,
山口県,,山口県,,ヘルパーステーション 縁,ヘルパーステーション エン,訪問介護,宇部市妻崎開作32－1,,33.982269,131.219681,0836-43-6326,,0836-43-6327,,株式会社 とい,3571600885,,,,,
山口県,,山口県,,訪問介護事業所ふるさと,ホウモンカイゴジギョウショフルサト,訪問介護,宇部市中村2－7－53,,33.963844,131.261261,0836-34-1599,,0836-38-5299,,特定非営利活動法人ふるさと,3570203707,,,,,
山口県,,山口県,,むべの里訪問介護事業所中山,ムベノサトホウモンカイゴジギョウショナカヤマ,訪問介護,宇部市中山字中堀1130－1,,33.985443,131.245743,0836-38-8800,,0836-38-8448,,社会福祉法人 むべの里光栄,3570203822,,,,,
山口県,,山口県,,むべの里訪問介護事業所東本町,ムベノサトホウモンカイゴヒガシホンマチ,訪問介護,宇部市東本町1－2－7,,33.948799,131.247253,0836-37-1515,,0836-31-6911,,社会福祉法人 むべの里光栄,3570203921,,,,,
山口県,,山口県,,介護ステーションすまいる,カイゴステーションスマイル,訪問介護,宇部市小串17－1,,33.966599,131.255051,0836-38-5355,,0836-38-5557,,有限会社トシプロジェクト,3570203962,,,,,
山口県,,山口県,,むべの里訪問介護事業所大小路,ムベノサトホウモンカイゴジギョウショオオショウジ,訪問介護,宇部市上宇部高田589－5,,33.992851,131.258057,0836-39-8822,,0836-37-6152,,社会福祉法人 むべの里光栄,3570204002,,,,,
山口県,,山口県,,ニチイケアセンター琴芝,ニチイケアセンターコトシバ,訪問介護,宇部市北琴芝2－7－6－101,,33.959038,131.260483,0836-37-0030,,0836-35-3013,,株式会社ニチイ学館,3570204010,,,,,
山口県,,山口県,,訪問介護ステーションりんく,ホウモンカイゴステーションリンク,訪問介護,宇部市海南町2－58－1オックスビル2階,,33.958942,131.260696,0836-39-7638,,0836-39-7639,,合同会社Ｌｉｎｋ,3570204044,,,,,
山口県,,山口県,,ヘルパーステーション幸,ヘルパーステーションサチ,訪問介護,宇部市東岐波3488－5,,33.984879,131.341644,0836-38-8225,,0836-38-8508,,株式会社ベストケア,3570204093,,,,,
山口県,,山口県,,シルバーサポートアスワン,シルバーサポートアスワン,訪問介護,宇部市あすとぴあ7－1－2,,33.980404,131.296555,0836-53-5558,,0836-53-5559,,社会福祉法人 アスワン山荘,3570204119,,,,,
山口県,,山口県,,むべの里訪問介護事業所輝き,ムベノサトホウモンカイゴジギョウショカガヤキ,訪問介護,宇部市厚南北3－1－20,,34.002327,131.213943,0836-38-8018,,0836-39-6344,,社会福祉法人 むべの里光栄,3570204366,,,,,
山口県,,山口県,,訪問介護セレクト,ホウモンカイゴセレクト,訪問介護,宇部市中村3－10－18－2－102,,33.961243,131.25824,0836-39-7564,,0836-39-5203,,合同会社ＳＥＬＥＣＴ,3570204374,,,,,
山口県,,山口県,,ヘルパーステーションずっと,ヘルパーステーションズット,訪問介護,宇部市錦町9－4,,33.945004,131.253265,0836-52-7267,,0836-52-7268,,特定非営利活動法人リアシエル,3570204390,,,,,
山口県,,山口県,,ヘルパーステーションいきいき参宮通り,ヘルパーステーションイキイキサングウドオリ,訪問介護,宇部市海南町16－27,,33.957767,131.260559,0836-21-2299,,0836-39-3262,,三和ヒューマンサポート株式会社,3570204440,,,,,
山口県,,山口県,,訪問介護事業所ケアタウン日の山,ホウモンカイゴジギョウショケアタウンヒノヤマ,訪問介護,宇部市東岐波1449－1,,33.980255,131.331787,0836-39-6656,,0836-39-6658,,社会福祉法人 むべの里光栄,3570204465,,,,,
山口県,,山口県,,株式会社ヒューマン２４,カブシキガイシャヒューマン２４,訪問介護,宇部市上野中町1－12－210,,33.954124,131.273972,0836-33-3838,,0836-33-3837,,株式会社ヒューマン２４,3570204473,,,,,
山口県,,山口県,,訪問介護事業所オパール光栄,ホウモンカイゴジギョウショオパールコウエイ,訪問介護,宇部市東岐波5860－10－1,,33.980255,131.331787,0836-39-7220,,0836-39-7221,,社会福祉法人むべの里光栄,3570204523,,,,,
山口県,,山口県,,ケアサービスオクト,ケアサービスオクト,訪問介護,宇部市西岐波5225－5,,33.968159,131.306702,0836-52-8767,,0836-52-8768,,株式会社オクト,3570204556,,,,,
山口県,,山口県,,助さん訪問介護事業所,スケサンホウモンカイゴジギョウショ,訪問介護,宇部市文京町2－9,,33.971302,131.232117,0836-39-9110,,0836-38-5182,,株式会社助さん,3570204572,,,,,
山口県,,山口県,,介護センターうさまま,カイゴセンターウサママ,訪問介護,宇部市東岐波4511－5　ハイムルーラルⅠ－102,,33.969646,131.344223,0836-52-8558,,0836-52-8557,,株式会社高井福祉,3570204580,,,,,
山口県,,山口県,,ケアステーションバンビ,ケアステーションバンビ,訪問介護,宇部市相生町6－5－802,,33.95322,131.245987,0836-43-7344,,0836-43-7347,,一般社団法人童仁会,3570204614,,,,,
山口県,,山口県,,訪問介護ステーションＯＮＥ,ホウモンカイゴステーションＯＮＥ,訪問介護,宇部市中央町2－3－3,,33.952698,131.243546,0836-93-1325,,0836-93-1325,,ライフケアサポートＯＮＥ合同会社,3570204622,,,,,
山口県,,山口県,,介護サービス ひまわり,カイゴサービス ヒマワリ,訪問介護,美祢市大嶺町東分349－5,,34.169037,131.206268,0837-52-2236,,0837-52-2236,,有限会社 セイユー,3571300189,,,,,
山口県,,山口県,,有限会社 ライフサポートどれみ,ユウゲンガイシャ ライフサポートドレミ,訪問介護,美祢市大嶺町東分3129－1,,34.181473,131.208405,0837-53-0886,,0837-52-9199,,有限会社ライフサポートどれみ,3571300544,,,,,
山口県,,山口県,,社会福祉法人美祢市社会福祉協議会 美祢事業所,シャカイフクシホウジンミネシシャカイフクシキョウギカイ　ミネジギョウショ,訪問介護,美祢市大嶺町東分320－1,,34.167782,131.208023,0837-52-5222,,0837-52-0529,,社会福祉法人 美祢市社会福祉協議会,3571300338,,,,,
山口県,,山口県,,社会福祉法人美祢市社会福祉協議会 美祢東事業所,シャカイフクシホウジン　ミネシシャカイフクシキョウギカイ　ミネヒガシジギョウショ,訪問介護,美祢市美東町大田5870－1,,34.232838,131.357422,08396-2-1133,,08396-2-2200,,社会福祉法人 美祢市社会福祉協議会,3571300346,,,,,
山口県,,山口県,,介護サポートなでしこ,カイゴサポートナデシコ,訪問介護,美祢市大嶺町東分来福台4－9－5,,34.184921,131.197723,0837-52-3077,,0837-52-3077,,株式会社 瞳,3571300395,,,,,
山口県,,山口県,,訪問介護 みとうの杜,ホウモンカイゴ ミトウノモリ,訪問介護,美祢市美東町真名11521－4,,34.158138,131.350876,08396-5-5155,,08396-5-5156,,株式会社エス・エス・ケイ,3571300502,,,,,
山口県,,山口県,,ライフサポートケア悠,ライフサポートケアユウ,訪問介護,美祢市伊佐町伊佐5632－2,,34.162949,131.198975,0837-52-9201,,0837-52-0734,,合同会社ケア・悠,3571300551,,,,,
山口県,,山口県,,ＪＡ訪問介護ふれあい美祢,ＪＡホウモンカイゴフレアイミネ,訪問介護,美祢市大嶺町東分来福台4－15－7,,34.1852,131.196472,0837-54-0568,,0837-54-0569,,ＪＡ協同サポート山口株式会社,3571300619,,,,,
山口県,,山口県,,ニチイケアセンター小野田,ニチイケアセンターオノダ,訪問介護,山陽小野田市日の出3－9－9　平成ビル2Ｆ,,34.00647,131.182373,0836-81-3571,,0836-81-3572,,株式会社ニチイ学館,3570900013,,,,,
山口県,,山口県,,有限会社 ケア・サービス優,ユウゲンガイシャ ケア・サービスユウ,訪問介護,山陽小野田市新生2－6－25,,34.001442,131.178009,0836-83-4302,,0836-84-2499,,有限会社 ケア・サービス優,3570900203,,,,,
山口県,,山口県,,マミーヘルパー,マミーヘルパー,訪問介護,山陽小野田市千代町2－7－30,,33.983967,131.184769,0836-84-0913,,0836-83-0611,,有限会社カネフジ介護センター,3570900401,,,,,
山口県,,山口県,,訪問介護ステーションあさ紫苑,ホウモンカイゴステーションアサシオン,訪問介護,山陽小野田市桜1－3－2,,34.053429,131.155624,0836-71-1700,,0836-71-1701,,医療法人 健仁会,3571600141,,,,,
山口県,,山口県,,サンキ・ウエルビィ介護センター小野田,サンキ・ウエルビィカイゴセンターオノダ,訪問介護,山陽小野田市日の出3－15－28,,34.007061,131.179871,0836-81-5391,,0836-81-5392,,サンキ・ウエルビィ株式会社,3571600257,,,,,
山口県,,山口県,,訪問介護事業所 いこい,ホウモンカイゴジギョウショ イコイ,訪問介護,山陽小野田市有帆1493,,34.025677,131.208725,0836-39-7352,,0836-81-4181,,株式会社福祉の郷,3571600471,,,,,
山口県,,山口県,,ヘルパーステーションミント,ヘルパーステーションミント,訪問介護,山陽小野田市中川3－12－1－202,,33.987637,131.173782,0836-43-9936,,0836-43-9937,,合同会社たけはな,3571600612,,,,,
山口県,,山口県,,ヘルパーステーションそらり,ヘルパーステーションソラリ,訪問介護,山陽小野田市西高泊1334－1,,34.00108,131.171005,0836-39-5232,,0836-84-6852,,医療法人社団早川内科医院,3571600679,,,,,
山口県,,山口県,,訪問介護Ｓ．Ｌ．Ｃ「ゆとり」,ホウモンカイゴＳ．Ｌ．Ｃ「ユトリ」,訪問介護,山陽小野田市須恵3－10－3,,33.965355,131.178833,0836-55-4403,,0836-40-9144,,合同会社看,3571600810,,,,,
山口県,,山口県,,訪問介護事業所 エガオ,ホウモンカイゴジギョウショ エガオ,訪問介護,山陽小野田市小野田4839－1,,33.963196,131.181122,0836-43-9556,,0836-43-9557,,株式会社 ワイエスコーポレーション,3571600877,,,,,
山口県,,山口県,,養護老人ホーム長生園訪問介護事業所,ヨウゴロウジンホームチョウセイエン　ホウモンカイゴジギョウショ,訪問介護,山陽小野田市埴生2156－2,,34.044708,131.076096,0836-76-2136,,0836-79-0649,,社会福祉法人さわやか会,3571600919,,,,,
山口県,,山口県,,むべの里訪問介護事業所住吉,ムベノサトホウモンカイゴジギョウショスミヨシ,訪問介護,山陽小野田市住吉本町2－5－12,,33.980991,131.179321,0836-81-1015,,0836-81-1016,,社会福祉法人 むべの里光栄,3571600976,,,,,
山口県,,山口県,,ヘルパーステーションゆう,ヘルパーステーションユウ,訪問介護,山陽小野田市西高泊758－1,,34.009682,131.163055,0836-43-7882,,0836-43-7883,,合同会社優勇会,3571601024,,,,,
山口県,,山口県,,訪問介護ステーション翔陽,ホウモンカイゴステーションショウヨウ,訪問介護,山陽小野田市新生2－8－8,,34.000755,131.177368,0836-39-7169,,0836-39-7269,,株式会社翔陽,3571601040,,,,,
山口県,,山口県,,ヘルパーステーションわけん,ヘルパーステーションワケン,訪問介護,山陽小野田市新生2－8－10,,34.000603,131.177292,0836-39-7773,,0836-84-5522,,株式会社和妍,3571601081,,,,,
山口県,,山口県,,つつじヘルパーステーション,ツツジヘルパーステーション,訪問介護,山陽小野田市厚狭448－1－102,,34.051987,131.171616,0836-39-5447,,0836-39-5427,,株式会社みつば,3571601115,,,,,
山口県,,山口県,,ヘルパーステーションいちえ,ヘルパーステーションイチエ,訪問介護,山陽小野田市住吉本町1－5－1,,33.980423,131.17923,0836-81-1130,,0836-81-4121,,株式会社凛と,3571601123,,,,,
山口県,,山口県,,訪問介護事業所小さき花,ホウモンカイゴジギョウショチイサキハナ,訪問介護,山陽小野田市小野田若山ノ東ノ山10325－2,,33.957695,131.172302,0836-83-4862,,0836-83-0315,,社会福祉法人健寿会,3571601131,,,,,
山口県,,山口県,,ゆもと苑指定訪問介護事業所,ユモトエンシテイホウモンカイゴジギョウショ,訪問介護,長門市深川湯本10600－1,,34.332188,131.172775,0837-22-7000,,0837-22-7005,,社会福祉法人 福祥会,3571100035,,,,,
山口県,,山口県,,長門市社協ゆや訪問介護事業所,ナガトシシャキョウユヤホウモンカイゴジギョウショ,訪問介護,長門市油谷新別名10803,,34.373348,131.060364,0837-32-0931,,0837-32-2810,,社会福祉法人長門市社会福祉協議会,3571100209,,,,,
山口県,,山口県,,訪問介護事業所はればれ長門,ホウモンカイゴジギョウショハレバレナガト,訪問介護,長門市東深川630－11,,34.378609,131.182236,0837-23-2323,,0837-22-6666,,有限会社長門中央介護事業所,3571100290,,,,,
山口県,,山口県,,ヘルパーステーションしあわせ長門,ヘルパーステーションシアワセナガト,訪問介護,長門市東深川1321－1,,34.370918,131.181305,0837-23-1616,,0837-22-4340,,社会福祉法人長門市社会福祉協議会,3571100340,,,,,
山口県,,山口県,,ヘルパーステーション生き活きネットみすみ,ヘルパーステーションイキイキネットミスミ,訪問介護,長門市三隅下1394－5,,34.363853,131.223495,0837-42-1255,,0837-43-2510,,特定非営利活動法人 生き活きネットみすみ,3571100399,,,,,
山口県,,山口県,,ヘルパーステーションひまわり長州,ヘルパーステーションヒマワリチョウシュウ,訪問介護,長門市日置上1540－1,,34.391991,131.133804,0837-37-6881,,0837-37-2661,,ひまわり有限会社,3571100498,,,,,
山口県,,山口県,,訪問介護ステーションすこやか,ホウモンカイゴステーションスコヤカ,訪問介護,長門市仙崎294,,34.374798,131.192993,0837-27-0100,,0837-27-0101,,株式会社ＮＳＳ,3571100522,,,,,
山口県,,山口県,,訪問介護ステーション寿樹,ホウモンカイゴステーションジュジュ,訪問介護,長門市西深川338－1,,34.366936,131.169418,0837-27-0025,,0837-27-0026,,有限会社にこにこサービス,3571100605,,,,,
山口県,,山口県,,ヘルパーステーションつむぎ,ヘルパーステーションツムギ,訪問介護,長門市日置上2087－1,,34.391991,131.133804,0837-37-2386,,0837-37-2386,,合同会社愛あい,3571100613,,,,,
山口県,,山口県,,萩市ヘルパーステーションかがやき,ハギシヘルパーステーションカガヤキ,訪問介護,萩市椿2398－1,,34.393936,131.403122,0838-24-4123,,0838-21-7323,,社会福祉法人萩市社会福祉事業団,3570400261,,,,,
山口県,,山口県,,萩社協訪問介護事業所,ハギシャキョウホウモンカイゴジギョウショ,訪問介護,萩市福井下3999－6,,34.417358,131.475433,0838-52-0338,,0838-52-0340,,社会福祉法人萩市社会福祉協議会,3570400337,,,,,
山口県,,山口県,,萩市ヘルパーステーションつばき,ハギシヘルパーステーションツバキ,訪問介護,萩市椿2398－1,,34.393936,131.403122,0838-24-4128,,0838-24-4129,,社会福祉法人 萩市社会福祉事業団,3570400568,,,,,
山口県,,山口県,,ライフケアステーション はぎ,ライフケアステーション ハギ,訪問介護,萩市椿東2942－13,,34.413593,131.412231,0838-21-7635,,0838-21-7660,,山陽メディカルケア株式会社,3570400675,,,,,
山口県,,山口県,,椿の郷ヘルパーステーション,ツバキノサトヘルパーステーション,訪問介護,萩市椿東6030－13,,34.426121,131.413086,0838-21-7216,,0838-21-7218,,医療法人水の木会,3570400717,,,,,
