都道府県コード又は市区町村コード,NO,都道府県名,市区町村名,介護サービス事業所名称,介護サービス事業所名称_カナ,実施サービス,住所,方書,緯度,経度,電話番号,内線番号,FAX番号,法人番号,法人の名称,事業所番号,利用可能曜日,利用可能曜日特記事項,定員,URL,備考
山口県,,山口県,,特別養護老人ホーム椋野喜楽園,,短期入所生活介護,下関市新椋野3－3－38,,33.984051,130.943863,083-231-1765,,083-228-6517,,社会福祉法人豊友会,3570106330,,,10名,,
山口県,,山口県,,介護老人保健施設 青海荘,,短期入所療養介護,下関市武久町2－53－8,,33.981216,130.917114,083-252-7124,,083-252-7125,,医療法人社団 青寿会,3550180008,,,,,
山口県,,山口県,,社会医療法人松涛会 老人保健施設コスモス,,短期入所療養介護,下関市横野町3－16－35,,34.034851,130.909927,083-258-3030,,083-258-1300,,社会医療法人 松涛会,3550180016,,,,,
山口県,,山口県,,介護老人保健施設豊松苑,,短期入所療養介護,下関市富任町6－17－20,,34.017971,130.923813,083-259-7381,,083-259-7382,,医療法人水の木会,3550180024,,,,,
山口県,,山口県,,老人保健施設アイユウ,,短期入所療養介護,下関市長府金屋浜町1－5,,34.002235,130.992264,083-246-5453,,083-246-5485,,医療法人 松永会,3550180032,,,,,
山口県,,山口県,,介護老人保健施設さくら寮,,短期入所療養介護,下関市長府才川2－21－2,,34.024475,130.999954,083-248-5211,,083-248-5714,,医療法人 愛の会,3550180040,,,,,
山口県,,山口県,,独立行政法人地域医療機能推進機構下関医療センター附属介護老人保健施設,,短期入所療養介護,下関市上新地町3－4－36,,33.958889,130.919113,083-233-7850,,083-233-7851,,独立行政法人地域医療機能推進機構,3550180073,,,,,
山口県,,山口県,,老人保健施設ライフ菊川,,短期入所療養介護,下関市菊川町下岡枝1113,,34.133572,131.036057,083-287-3081,,083-287-3082,,医療法人星の里会,3557880006,,,,,
山口県,,山口県,,下関市豊浦地域ケアセンター　介護老人保健施設ひびき苑,,短期入所療養介護,下関市豊浦町小串10007－3,,34.176769,130.937637,083-772-2231,,083-772-4605,,社会福祉法人 恩賜財団済生会支部山口県済生会,3550180107,,,空床利用,,
山口県,,山口県,,介護老人保健施設 ももとせ,,短期入所療養介護,下関市豊北町滝部3669－1,,34.295853,130.946243,083-782-0032,,083-782-0773,,医療法人せんじゅ,3550180115,,,,,
山口県,,山口県,,介護老人保健施設 葵の園・下関,,短期入所療養介護,下関市吉見新町1－6－17,,34.069504,130.899628,083-286-2137,,083-286-5428,,医療法人社団葵会,3550180149,,,空床利用,,
山口県,,山口県,,医療法人 星の里会 岡病院,,短期入所療養介護,下関市小月本町2－15－20,,34.070522,131.036469,083-282-0070,,083-282-4327,,医療法人星の里会,3510113677,,,,,
山口県,,山口県,,介護医療院 あかね,,短期入所療養介護,下関市後田町1－1－1,,33.96859,130.93428,083-231-3888,,083-231-7957,,医療法人茜会,35B0100037,,,,,
山口県,,山口県,,まつなが医院 介護医療院,,短期入所療養介護,下関市長府中浜町2－5,,33.99799,130.990234,083-245-2103,,083-245-0689,,医療法人 松永会,35B0100078,,,,,
山口県,,山口県,,グループホームチェリーブラッサム,,認知症対応型共同生活介護,岩国市下342－1,,34.169106,132.095917,0827-47-3326,,0827-47-3210,,医療法人 新生会,3570800353,,,9名,,
山口県,,山口県,,グループホーム かなえ,,認知症対応型共同生活介護,岩国市錦見3－7－55,,34.165905,132.198792,0827-44-2237,,0827-44-2238,,社会福祉法人 鼎会,3570800577,,,9名,,
山口県,,山口県,,グループホーム へいせいホーム,,認知症対応型共同生活介護,岩国市玖珂町11340,,34.100464,132.092773,0827-81-1222,,0827-82-3870,,医療法人 山口平成会,3577200524,,,(1) 9名、(2) 9名,,
山口県,,山口県,,グループホーム 秀東館 蓮華,,認知症対応型共同生活介護,岩国市周東町西長野265－1,,34.090858,132.038239,0827-83-1200,,0827-84-4400,,有限会社 龍泉,3577200532,,,(1) 9名、(2) 9名,,
山口県,,山口県,,グループホーム たんぽぽ,,認知症対応型共同生活介護,岩国市保津町2－3－3,,34.085392,132.209625,0827-38-2877,,0827-38-2879,,株式会社 ひまわりあくと,3570800734,,,(1) 9名、(2) 9名,,
山口県,,山口県,,グループホーム いろりの家,,認知症対応型共同生活介護,岩国市由宇町神東1603－3,,34.000664,132.209518,0827-62-0294,,0827-62-0295,,特定非営利活動法人 いろりの家,3577200649,,,(1) 9名、(2) 9名,,
山口県,,山口県,,グループホームあかしあ,,認知症対応型共同生活介護,岩国市今津町1－10－9,,34.16708,132.22084,0827-30-0802,,0827-23-7100,,有限会社 サンメディカル,3570801005,,,(1) 9名、(2) 9名,,
山口県,,山口県,,グループホーム なのはな,,認知症対応型共同生活介護,岩国市玖珂町1020－3,,34.100464,132.092773,0827-81-0725,,0827-81-0825,,有限会社 にこにこ苑,3577200904,,,(1) 9名、(2) 9名,,
山口県,,山口県,,グループホーム本郷,,認知症対応型共同生活介護,岩国市本郷町本郷2086,,34.290527,132.043274,0827-78-1113,,0827-78-1115,,社会福祉法人 平成記念会,3577200912,,,(1) 9名、(2) 9名,,
山口県,,山口県,,グループホーム かえで,,認知症対応型共同生活介護,岩国市南岩国町4－59－5－1,,34.131073,132.196991,0827-34-2887,,0827-34-2888,,有限会社 岩国メディカルサポート,3570801187,,,(1) 9名、(2) 9名,,
山口県,,山口県,,グループホーム 秀東館 虹,,認知症対応型共同生活介護,岩国市周東町下久原1733,,34.090725,132.046249,0827-83-0036,,0827-83-0046,,有限会社 龍泉,3577200920,,,(1) 9名、(2) 9名,,
山口県,,山口県,,グループホームあかしあ保津,,認知症対応型共同生活介護,岩国市保津町2－6－3,,34.082436,132.209,0827-39-0266,,0827-39-0267,,有限会社サンメディカル,3590800078,,,(1) 9名、(2) 9名,,
山口県,,山口県,,愛の家グループホーム岩国平田,,認知症対応型共同生活介護,岩国市平田5－27－55,,34.142708,132.190659,0827-34-3005,,0827-34-3006,,メディカル・ケア・サービス関西株式会社,3590800086,,,(1) 9名、(2) 9名,,
山口県,,山口県,,グループホーム だんろの家,,認知症対応型共同生活介護,岩国市由宇町港2－1－37,,34.047619,132.216965,0827-62-0300,,0827-62-0301,,特定非営利活動法人 いろりの家,3590800094,,,(1) 9名、(2) 9名,,
山口県,,山口県,,グループホーム錦帯橋・みどりの家,,認知症対応型共同生活介護,岩国市岩国1－20－36,,34.166904,132.181442,0827-28-4875,,0827-28-4876,,株式会社 エポカケアサービス,3590800144,,,(1) 9名、(2) 9名,,
山口県,,山口県,,サンキ・ウエルビィグループホーム岩国,,認知症対応型共同生活介護,岩国市牛野谷町2－16－32,,34.155949,132.196548,0827-28-5362,,0827-31-3330,,サンキ・ウエルビィ株式会社,3590800169,,,(1) 9名、(2) 9名,,
山口県,,山口県,,グループホーム装束門・みどりの家,,認知症対応型共同生活介護,岩国市装束町4－10－13,,34.201088,132.229233,0827-28-5220,,0827-28-5221,,株式会社 エポカケアサービス,3590800185,,,(1) 9名、(2) 9名,,
山口県,,山口県,,グループホームソラストりんか岩国,,認知症対応型共同生活介護,岩国市川口町1－8－6,,34.165226,132.228104,0827-29-6337,,0827-29-6338,,株式会社ソラスト,3590800250,,,(1) 9名、(2) 9名,,
山口県,,山口県,,グループホームだんけぐーと,,認知症対応型共同生活介護,岩国市周東町下久原407,,34.089275,132.064331,0827-83-1122,,0827-83-1817,,医療法人 山口平成会,3590800441,,,(1) 9名、(2) 9名,,
山口県,,山口県,,グループホームだんけぐーと有延,,認知症対応型共同生活介護,岩国市周東町下久原36－1,,34.096893,132.045563,0827-81-1050,,0827-81-1066,,医療法人 山口平成会,3590800458,,,(1) 9名、(2) 9名,,
山口県,,山口県,,グループホームひまわり,,認知症対応型共同生活介護,岩国市車町1－8－12,,34.158806,132.218079,0827-24-1517,,0827-24-1517,,有限会社岩国メディカルサポート,3590800474,,,(1) 9名、(2) 9名,,
山口県,,山口県,,グループホームわきあいあい苑,,認知症対応型共同生活介護,玖珂郡和木町瀬田4－1－1,,34.194065,132.225128,0827-54-0345,,0827-52-0055,,社会福祉法人和木三志会,3597200017,,,9名,,
山口県,,山口県,,グループホームゆうわ苑,,認知症対応型共同生活介護,柳井市伊保庄字近長浜1－4,,33.930088,132.116165,0820-27-6001,,0820-27-0800,,社会福祉法人恒和会,3571200231,,,9名,,
山口県,,山口県,,グループホームあそか,,認知症対応型共同生活介護,柳井市日積3213,,34.00214,132.161804,0820-28-6130,,0820-28-6130,,社会福祉法人最勝会,3571200306,,,9名,,
山口県,,山口県,,もみの木グループホーム,,認知症対応型共同生活介護,柳井市中央1－8－1,,33.965973,132.108658,0820-23-3000,,0820-24-0080,,大平有限会社,3591200013,,,(1) 9名、(2) 9名,,
山口県,,山口県,,グループホームつくし,,認知症対応型共同生活介護,柳井市南町6－6－6,,33.961445,132.10112,0820-25-3500,,0820-25-3501,,株式会社ひまわりあくと,3591200047,,,(1) 9名、(2) 9名,,
山口県,,山口県,,サンキ・ウエルビィグループホーム柳井,,認知症対応型共同生活介護,柳井市柳井1013－1,,33.961246,132.129623,0820-22-3115,,0820-22-3116,,サンキ・ウエルビィ株式会社,3591200088,,,(1) 9名、(2) 9名,,
山口県,,山口県,,けあビジョンホーム柳井,,認知症対応型共同生活介護,柳井市新庄2391－1,,33.967072,132.08577,0820-24-5000,,0820-23-2333,,株式会社ビジュアルビジョン,3591200104,,,(1) 9名、(2) 9名,,
山口県,,山口県,,グループホーム太陽の家,,認知症対応型共同生活介護,大島郡周防大島町久賀5377－1,,33.937672,132.266953,0820-72-1011,,0820-72-2882,,社会福祉法人 慈光福祉会,3577100302,,,9名,,
山口県,,山口県,,グループホーム ひまわり,,認知症対応型共同生活介護,大島郡周防大島町小松開作143－25,,33.929504,132.188858,0820-74-1122,,0827-34-1230,,株式会社 ひまわりあくと,3577100385,,,(1) 9名、(2) 9名,,
山口県,,山口県,,グループホームみかん畑,,認知症対応型共同生活介護,大島郡周防大島町西方463,,33.885509,132.357452,0820-78-5111,,0820-78-5112,,有限会社 瀬戸内荘やまもと,3597100027,,,(1) 9名、(2) 9名,,
山口県,,山口県,,グループホーム こすもす,,認知症対応型共同生活介護,大島郡周防大島町小松開作143－27,,33.929504,132.188858,0820-74-1124,,0820-74-1126,,株式会社 ひまわりあくと,3597100035,,,9名,,
山口県,,山口県,,グループホームすこやか,,認知症対応型共同生活介護,大島郡周防大島町椋野1338－5,,33.950668,132.231567,0820-72-2368,,0820-79-0126,,特定非営利活動法人 いい日の里,3597100050,,,9名,,
山口県,,山口県,,グループホームほうばいの絆,,認知症対応型共同生活介護,大島郡周防大島町小松91－4,,33.93969,132.193604,0820-79-2230,,0820-79-2231,,医療法人 おかはら会,3597100076,,,9名,,
山口県,,山口県,,グループホームしらき,,認知症対応型共同生活介護,大島郡周防大島町西方14,,33.885509,132.357452,0820-78-5500,,0820-78-2627,,有限会社しらき,3597100084,,,(1) 9名、(2) 9名,,
山口県,,山口県,,グループホーム さくら,,認知症対応型共同生活介護,熊毛郡田布施町下田布施806,,33.951309,132.050461,0820-51-0170,,0820-52-0080,,医療法人社団 光仁会,3577300449,,,(1) 9名、(2) 9名,,
山口県,,山口県,,グループホーム みずき,,認知症対応型共同生活介護,熊毛郡田布施町宿井416－4,,33.973915,132.020782,0820-51-1200,,0820-53-2940,,社会福祉法人 施福会,3597330020,,,(1) 9名、(2) 9名,,
山口県,,山口県,,グループホーム 天晴,,認知症対応型共同生活介護,熊毛郡田布施町下田布施384－3,,33.953941,132.052582,0820-25-1358,,0820-25-1383,,株式会社 星天の和,3597330061,,,,,
山口県,,山口県,,ひらお・みんなの家,,認知症対応型共同生活介護,平生町平生村618－2,,33.945328,132.07637,0820-56-0408,,0820-56-0408,,社会福祉法人 平生町社会福祉協議会,3577300308,,,9名,,
山口県,,山口県,,グループホーム さんぽみち,,認知症対応型共同生活介護,熊毛郡平生町平生村862－2,,33.943233,132.072586,0820-56-8080,,0820-56-6556,,有限会社 長安工業,3597340029,,,9名,,
山口県,,山口県,,グループホームなでしこ,,認知症対応型共同生活介護,熊毛郡平生町平生村895,,33.945328,132.07637,0820-57-3800,,0820-56-8181,,医療法人 松栄会,3597340037,,,(1) 9名、(2) 9名,,
山口県,,山口県,,グループホーム清瀬の里,,認知症対応型共同生活介護,下松市清瀬町3－1－10,,34.030254,131.855042,0833-44-5801,,0833-44-5801,,有限会社 清瀬ホーム,3570700306,,,(1) 9名、(2) 9名,,
山口県,,山口県,,グループホーム のんびり村 米川,,認知症対応型共同生活介護,下松市下谷字砂の本179,,34.089306,131.872162,0833-53-6688,,0833-53-5555,,株式会社ホームケアサービス山口,3590700062,,,9名,,
山口県,,山口県,,グループホーム幸ケ丘,,認知症対応型共同生活介護,下松市山田字四郎丸111－4,,34.047009,131.906265,0833-47-3009,,0833-46-4126,,社会福祉法人緑山会,3590700088,,,9名,,
山口県,,山口県,,はぴね 周南,,認知症対応型共同生活介護,下松市河内1070－1,,34.012997,131.897705,0833-47-2225,,0833-47-2235,,グリーンライフ株式会社,3590700096,,,(1) 9名、(2) 9名,,
山口県,,山口県,,グループホーム元気,,認知症対応型共同生活介護,下松市山田256,,34.034492,131.905945,0833-47-1165,,0833-47-1167,,社会福祉法人 元気の会,3590700138,,,9名,,
山口県,,山口県,,グループホーム笠戸,,認知症対応型共同生活介護,下松市笠戸島32－38,,33.960022,131.854721,0833-52-1156,,0833-52-1157,,有限会社 誠心会,3590700161,,,9名,,
山口県,,山口県,,グループホームふぁみりあ,,認知症対応型共同生活介護,下松市藤光町1－12－18,,34.024055,131.866592,0833-48-8732,,0833-48-8751,,株式会社 アッセンブルピープル,3590700179,,,9名,,
山口県,,山口県,,グループホーム和み 潮音,,認知症対応型共同生活介護,下松市潮音町4－5－17,,34.022556,131.847534,0833-44-9895,,0833-44-9896,,医療法人社団 生和会,3590700229,,,,,
山口県,,山口県,,グループホーム はまゆう,,認知症対応型共同生活介護,光市室積村1529－1,,33.918396,131.998077,0833-79-3533,,0833-79-3533,,特定非営利活動法人 浜木綿,3571000268,,,9名,,
山口県,,山口県,,グループホーム 室積なかよかん,,認知症対応型共同生活介護,光市室積松原8－1,,33.93541,131.969223,0833-78-0026,,0833-78-0097,,有限会社 山幸興産,3571000276,,,9名,,
山口県,,山口県,,グループホーム よりさんせ,,認知症対応型共同生活介護,光市三井6－18－1,,33.988396,131.952942,0833-77-0381,,0833-77-0382,,医療法人 やよい,3571000318,,,9名,,
山口県,,山口県,,グループホーム兼清,,認知症対応型共同生活介護,光市光ヶ丘3－6,,33.98056,131.920898,0833-74-0100,,0833-48-6133,,（有）兼清メディカルサービス,3591000025,,,9名,,
山口県,,山口県,,グループホームやまとの里,,認知症対応型共同生活介護,光市岩田267,,33.982563,131.988388,0820-48-0033,,0820-48-0011,,社会福祉法人 大和福祉会,3591000033,,,9名,,
山口県,,山口県,,グループホーム アクア,,認知症対応型共同生活介護,光市木園1－4－5,,33.976341,131.930695,0833-48-8321,,0833-48-8322,,株式会社 コウケンパートナーズ,3591000041,,,9名,,
山口県,,山口県,,グループホームのはら,,認知症対応型共同生活介護,光市中央3－2－13,,33.958992,131.945786,0833-72-0170,,,,医療法人社団 光仁会,3591000066,,,9名,,
山口県,,山口県,,グループホーム 浅江,,認知症対応型共同生活介護,光市浅江3－1－25　兼清外科3階,,33.974781,131.924866,0833-71-0888,,0833-48-5352,,有限会社 兼清メディカルサービス,3591000124,,,18名,,
山口県,,山口県,,ニチイケアセンター光岩田,,認知症対応型共同生活介護,光市三輪2252－1,,33.966751,131.982742,0820-48-0071,,0820-48-0072,,株式会社 ニチイ学館,3591000264,,,,,
山口県,,山口県,,白鳩老人グループホーム,,認知症対応型共同生活介護,周南市大島637－2,,33.989231,131.801712,0834-84-0480,,0834-84-0065,,社会福祉法人 白鳩学園,3570500425,,,9名,,
山口県,,山口県,,グループホーム せせらぎ,,認知症対応型共同生活介護,周南市鹿野上2755－1,,34.253082,131.853287,0834-68-5454,,0834-68-5454,,社会福祉法人 鹿野福祉会,3577400066,,,9名,,
山口県,,山口県,,グループホーム のんた,,認知症対応型共同生活介護,周南市戸田2806－1,,34.073734,131.679123,0834-82-0100,,0834-82-0200,,医療法人 竹内医院,3570500490,,,(1) 9名、(2) 9名,,
山口県,,山口県,,グループホーム 天王園,,認知症対応型共同生活介護,周南市大河内1109－2,,34.025928,131.940994,0833-91-5550,,0833-91-0621,,社会福祉法人 一仁会,3577300407,,,9名,,
山口県,,山口県,,グループホーム とーか,,認知症対応型共同生活介護,周南市政所4－11－13,,34.074551,131.771744,0834-62-1308,,0834-61-0540,,有限会社 とーか,3571500168,,,(1) 9名、(2) 9名,,
山口県,,山口県,,グループホーム こころ,,認知症対応型共同生活介護,周南市櫛ケ浜西浜田517－11,,34.026096,131.829803,0834-36-0556,,0834-36-0557,,株式会社 まつもと,3571500200,,,9名,,
山口県,,山口県,,グループホーム和み,,認知症対応型共同生活介護,周南市湯野4298－1,,34.09095,131.673279,0834-82-1010,,0834-82-1015,,医療法人社団 生和会,3571500291,,,(1) 9名、(2) 9名,,
山口県,,山口県,,グループホーム夜市のんた,,認知症対応型共同生活介護,周南市夜市720－1,,34.081734,131.715881,0834-61-3500,,0834-61-2911,,医療法人 竹内医院,3571500366,,,9名,,
山口県,,山口県,,グループホーム 香雪,,認知症対応型共同生活介護,周南市徳山750－8号,,34.073544,131.822449,0834-33-3317,,0834-22-0668,,株式会社 Ｍ・Ｃ・Ｃ,3591500024,,,(1) 9名、(2) 9名,,
山口県,,山口県,,サンキ・ウエルビィ グループホーム周南,,認知症対応型共同生活介護,周南市遠石1－10－57,,34.039909,131.821732,0834-27-6785,,0834-27-6787,,サンキ・ウエルビィ 株式会社,3591500032,,,(1) 9名、(2) 9名,,
山口県,,山口県,,グループホームおかでら荘,,認知症対応型共同生活介護,周南市樋口字京田262－1,,34.071499,131.978302,0833-91-7355,,0833-91-7355,,特定非営利活動法人 熊毛清風会,3591500081,,,(1) 9名、(2) 9名,,
山口県,,山口県,,グループホームこもれび城ヶ丘,,認知症対応型共同生活介護,周南市城ヶ丘4－3536－1,,34.044868,131.844788,0834-28-0012,,0834-28-0033,,エポックワン有限会社,3591500131,,,(1) 9名、(2) 9名,,
山口県,,山口県,,グループホーム和み 福谷の森,,認知症対応型共同生活介護,周南市岡田町3―30,,34.060448,131.806793,0834-22-1880,,0834-22-1888,,医療法人社団 生和会,3591500149,,,(1) 9名、(2) 9名,,
山口県,,山口県,,グループホーム心音,,認知症対応型共同生活介護,周南市久米3146,,34.03009,131.832306,0834-36-0200,,0834-36-0201,,株式会社 まつもと,3591500156,,,9名,,
山口県,,山口県,,サンキ・ウェルビィ グループホーム新南陽,,認知症対応型共同生活介護,周南市政所2－7－20,,34.073616,131.768158,0834-34-3250,,0834-63-3335,,サンキ・ウェルビィ株式会社,3591500172,,,(1) 9名、(2) 9名,,
山口県,,山口県,,グループホーム くめの里,,認知症対応型共同生活介護,周南市久米字沢田1416－1,,34.051853,131.85611,0834-34-3113,,0834-36-3377,,社会福祉法人 大和福祉会,3591500206,,,(1) 9名、(2) 9名,,
山口県,,山口県,,グループホーム万年青,,認知症対応型共同生活介護,周南市上村709－1,,34.091042,131.800613,0834-34-3236,,0834-34-3237,,医療法人 田中医院,3591500222,,,(1) 9名、(2) 9名,,
山口県,,山口県,,サンキ・ウエルビィ グループホーム熊毛,,認知症対応型共同生活介護,周南市呼坂本町9－7,,34.049046,131.968475,0833-92-0556,,0833-91-3376,,サンキ・ウエルビィ株式会社,3591500230,,,9名,,
山口県,,山口県,,グループホームさるびあ,,認知症対応型共同生活介護,周南市城ケ丘3－6－1,,34.043266,131.841156,0834-33-8886,,0834-33-8887,,社会福祉法人 光仁会,3591500271,,,(1) 9名、(2) 9名,,
山口県,,山口県,,愛の家グループホーム周南須々万,,認知症対応型共同生活介護,周南市須々万本郷404－1,,34.112503,131.864151,0834-87-2760,,0834-87-2761,,メディカル・ケア・サービス関西株式会社,3591500354,,,(1) 9名、(2) 9名,,
山口県,,山口県,,２４時間宅老所 楽さん家,,認知症対応型共同生活介護,防府市東松崎町4－16,,34.060085,131.579254,0835-24-6611,,0835-24-6611,,有限会社 楽さん家,3570600381,,,9名,,
山口県,,山口県,,２４時間宅老所 新田の楽さん家,,認知症対応型共同生活介護,防府市新田966－1,,34.0285,131.565857,0835-21-3463,,0835-21-3463,,有限会社 楽さん家,3570600472,,,9名,,
山口県,,山口県,,グループホーム 防府あかり園,,認知症対応型共同生活介護,防府市台道1681,,34.052521,131.480865,0835-33-0800,,0835-32-1839,,社会福祉法人 博愛会,3570600555,,,(1) 9名、(2) 9名,,
山口県,,山口県,,グループホーム ニコニコ創,,認知症対応型共同生活介護,防府市上右田2458－1,,34.072468,131.571243,0835-24-0602,,0835-24-0602,,有限会社 創,3570600621,,,(1) 9名、(2) 9名,,
山口県,,山口県,,ヘスティア華城グループホーム,,認知症対応型共同生活介護,防府市伊佐江字上中河内1598,,34.038055,131.554077,0835-20-0322,,0835-38-6202,,社会福祉法人 華世会,3570600704,,,(1) 9名、(2) 9名,,
山口県,,山口県,,グループホーム笑生苑,,認知症対応型共同生活介護,防府市佐野152－1,,34.057476,131.518448,0835-27-6850,,0835-27-6560,,社会福祉法人 ひとつの会,3570600829,,,(1) 9名、(2) 9名,,
山口県,,山口県,,グループホーム笑生苑 より愛,,認知症対応型共同生活介護,防府市仁井令765－6,,34.036945,131.562378,0835-21-8555,,0835-21-8555,,社会福祉法人 ひとつの会,3590600023,,,9名,,
山口県,,山口県,,防府あかり園グループホームいちえ,,認知症対応型共同生活介護,防府市牟礼柳23－22,,34.057972,131.602997,0835-26-6063,,0835-26-6063,,社会福祉法人博愛会,3590600056,,,(1) 9名、(2) 9名,,
山口県,,山口県,,ニチイケアセンター防府,,認知症対応型共同生活介護,防府市敷山町14－1,,34.064861,131.598053,0835-26-6871,,0835-26-6872,,株式会社ニチイ学館,3590600114,,,9名,,
山口県,,山口県,,グループホーム自由の杜,,認知症対応型共同生活介護,防府市大崎801－1,,34.06316,131.538696,0835-27-5503,,0835-26-6668,,社会福祉法人 ひとつの会,3590600155,,,9名,,
山口県,,山口県,,グループホームひごろもそう,,認知症対応型共同生活介護,防府市浜方8－1,,34.02528,131.573181,0835-28-7706,,0835-28-7726,,社会福祉法人 勝縁福祉会,3590600197,,,9名,,
山口県,,山口県,,グループホームあかつき防府,,認知症対応型共同生活介護,防府市江泊1790,,34.05368,131.608292,0835-28-7660,,0835-23-6776,,社会福祉法人 暁会,3590600213,,,(1) 9名、(2) 9名,,
山口県,,山口県,,グループホーム フィラージュ開出,,認知症対応型共同生活介護,防府市開出西町32－8,,34.050682,131.542435,0835-28-9301,,0835-28-9303,,社会福祉法人 ひとつの会,3590600239,,,(1) 9名、(2) 9名,,
山口県,,山口県,,グループホーム 和楽,,認知症対応型共同生活介護,防府市新田966－1,,34.0285,131.565857,0835-28-8731,,,,有限会社 楽さん家,3590600437,,,9名,,
山口県,,山口県,,ハートホーム宮野グループホーム,,認知症対応型共同生活介護,山口市宮野下2997－5,,34.199802,131.504715,083-934-5610,,083-934-5611,,社会福祉法人青藍会,3570300446,,,9名,,
山口県,,山口県,,グループホーム希望の里,,認知症対応型共同生活介護,山口市鋳銭司12361－3,,34.086681,131.464523,083-986-3186,,083-986-3658,,社会福祉法人相清福祉会,3570300453,,,9名,,
山口県,,山口県,,グループホーム白松苑,,認知症対応型共同生活介護,山口市阿知須4900－4,,34.016357,131.343506,0836-38-8520,,0836-38-8525,,社会福祉法人正清会,3577600244,,,(1) 9名、(2) 9名,,
山口県,,山口県,,グループホーム山口あかり園,,認知症対応型共同生活介護,山口市黒川3363,,34.131638,131.438644,083-921-1618,,083-932-5370,,社会福祉法人博愛会,3570300529,,,(1) 9名、(2) 9名,,
山口県,,山口県,,グループホーム秋穂あかり園,,認知症対応型共同生活介護,山口市秋穂東3980,,34.014923,131.445801,083-984-5781,,083-984-5124,,社会福祉法人博愛会,3577600269,,,(1) 9名、(2) 9名,,
山口県,,山口県,,グループホームおいでませ,,認知症対応型共同生活介護,山口市大内御堀5－19－10,,34.163826,131.491501,083-925-3555,,083-902-2270,,有限会社タカノホーム・スイート,3570300628,,,(1) 9名、(2) 9名,,
山口県,,山口県,,ハートホーム山口グループホーム,,認知症対応型共同生活介護,山口市吉敷中東1－1－2,,34.167183,131.447418,083-933-6000,,083-933-6084,,医療法人社団青藍会,3570300651,,,(1) 9名、(2) 7名,,
山口県,,山口県,,グループホームはるひ苑,,認知症対応型共同生活介護,山口市仁保中郷2321－2,,34.199314,131.576553,083-929-5100,,083-929-0123,,有限会社 はるひ福祉サービス,3578100384,,,(1) 9名、(2) 9名,,
山口県,,山口県,,ハートホーム平川グループホーム,,認知症対応型共同生活介護,山口市黒川729－2,,34.143696,131.450119,083-934-7611,,083-934-7611,,医療法人社団青藍会,3570300743,,,(1) 9名、(2) 9名,,
山口県,,山口県,,グループホームかじかの里,,認知症対応型共同生活介護,山口市徳地八坂1330,,34.223145,131.664078,0835-56-1377,,0835-56-1849,,社会福祉法人佐波福祉会,3577500113,,,9名,,
山口県,,山口県,,ハートホーム南山口グループホーム,,認知症対応型共同生活介護,山口市深溝803－1,,34.046692,131.373016,083-988-3306,,083-988-3306,,社会福祉法人青藍会,3570300768,,,9名,,
山口県,,山口県,,グループホーム山口リハ,,認知症対応型共同生活介護,山口市黒川3380,,34.131638,131.438644,083-921-1240,,083-925-2550,,医療法人和同会,3570300842,,,(1) 9名、(2) 9名,,
山口県,,山口県,,済生会山口地域ケアセンターグループホームあさくら,,認知症対応型共同生活介護,山口市朝倉町4－55－6,,34.175591,131.452347,083-933-0030,,083-928-7060,,社会福祉法人恩賜財団済生会支部山口県済生,3570300909,,,9名,,
山口県,,山口県,,きらら苑グループホーム,,認知症対応型共同生活介護,山口市秋穂二島327－44,,34.033401,131.397552,083-987-0023,,083-987-3223,,特定非営利活動法人きらら山口福祉の会,3570300917,,,(1) 9名、(2) 9名,,
山口県,,山口県,,グループホーム阿東園,,認知症対応型共同生活介護,山口市阿東地福下286－1,,34.337532,131.653961,083-952-5003,,083-952-5030,,社会福祉法人 友愛会,3578100434,,,9名,,
山口県,,山口県,,ハートハウス新山口グループホーム,,認知症対応型共同生活介護,山口市小郡緑町3－33,,34.091434,131.403168,083-973-9510,,083-973-9510,,社会福祉法人青藍会,3577600392,,,9名,,
山口県,,山口県,,グループホームグッドスマイルズ,,認知症対応型共同生活介護,山口市桜畠2－9－32,,34.194786,131.501755,083-933-6188,,083-932-1532,,医療法人英知会,3590300020,,,(1) 9名、(2) 9名,,
山口県,,山口県,,海の見えるグループホームしおさい,,認知症対応型共同生活介護,山口市秋穂西3317－1,,34.02895,131.440475,083-984-5656,,083-984-3336,,株式会社ＶＡＮ,3590300038,,,(1) 9名、(2) 9名,,
山口県,,山口県,,グループホーム湯田あいおい苑,,認知症対応型共同生活介護,山口市下市町2－1,,34.163586,131.460068,083-933-1550,,083-933-1551,,社会福祉法人ひとつの会,3590300061,,,(1) 9名、(2) 9名,,
山口県,,山口県,,グループホーム徳佐あいおい苑,,認知症対応型共同生活介護,山口市阿東徳佐中987－5,,34.405739,131.719284,083-956-2822,,083-956-2823,,社会福祉法人ひとつの会,3597800022,,,(1) 9名、(2) 9名,,
山口県,,山口県,,グループホーム徳地あいおい苑,,認知症対応型共同生活介護,山口市徳地堀1785－1,,34.189011,131.636612,0835-53-1188,,0835-53-0088,,社会福祉法人ひとつの会,3590300103,,,(1) 9名、(2) 9名,,
山口県,,山口県,,グループホーム陶ヶ岳,,認知症対応型共同生活介護,山口市鋳銭司2361－38,,34.067196,131.433167,083-985-0150,,083-985-0151,,社会福祉法人相清福祉会,3590300202,,,(1) 9名、(2) 9名,,
